Url	Label	Score
http://afp.sourceforge.net/	_cse_qlsdpvmhhdi	.3
http://afp.sourceforge.net/download.shtml	_cse_qlsdpvmhhdi	.3
http://bitbucket.org/odobenus_rosmarus/omcbp/	_cse_qlsdpvmhhdi	.3
http://bracetax.berlios.de/	_cse_qlsdpvmhhdi	.3
http://calendar.forge.ocamlcore.org	_cse_qlsdpvmhhdi	.3
http://caml.inria.fr/	_cse_qlsdpvmhhdi	.3
http://c-corn.cs.ru.nl/download.html	_cse_qlsdpvmhhdi	.3
http://c-corn.cs.ru.nl/index.html	_cse_qlsdpvmhhdi	.3
http://coccinelle.lip6.fr	_cse_qlsdpvmhhdi	.3
http://coccinelle.lip6.fr/download.php	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/aarp	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/aocwillouer/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/ask-bob/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/ask-bob/downloads/list	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/banpan	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/bebopframework	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/beboptools	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/bilisim-sozluk/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/bitstring/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/camengine	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/camleon/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/camlflickr	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/castling	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/cb-reasoner	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/c-mu-log	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/cs3110	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/db-reasoner/	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/deyz	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/ensbanque08	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/erlocaml	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/fiblib	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/flyspeck	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/folie	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/funkscript	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/funprog-ru	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/gene-centered-ecosystem-framework-gp	_cse_qlsdpvmhhdi	.3
http://code.google.com/p/hdfs	_cse_qlsdpvmhhdi	.3
